Name,Disc. Date,R.A.,Dec.,Total Epochs,Epochs Pre-SN,Epochs Post-SN,First Epoch,Last Epoch
SN1993al,1993-12-22,12h22m12.62s,-1d08m24.5s,1,0,1,924624199.495,924624199.495
SN1993B,1993-01-17,10h34m51.38s,-34d26m30s,2,0,2,823764579.995,884952367.495
SN1993B,1993-01-17,10h34m51.38s,-34d26m30s,2,0,2,823764579.995,884952367.495
SN1993C,1993-01-27,9h40m23.79s,14d56m11.2s,1,0,1,792232508.495,792232508.495
SN1993C,1993-01-27,9h40m23.79s,14d56m11.2s,3,0,3,792232507.995,982276673.495
SN1993D,1993-02-01,11h28m58.8s,-22d29m06.5s,1,0,1,823616172.495,823616172.495
SN1993D,1993-02-01,11h28m58.8s,-22d29m06.5s,1,0,1,823616172.495,823616172.495
SN1993H,1993-03-18,13h52m50.34s,-30d42m23.3s,1,0,1,861128282.995,861128282.995
SN1993I,1993-03-23,12h34m42.7s,9d00m07.9s,8,0,8,860854887.495,925819232.995
SN1993I,1993-03-23,12h34m42.7s,9d00m07.9s,10,0,10,860854887.495,955107519.995
SN1993L,1993-04-30,22h57m52.86s,-35d51m26.8s,2,0,2,842148009.995,844189152.995
SN1993L,1993-04-30,22h57m52.86s,-35d51m26.8s,4,0,4,842148009.995,967293191.995
SN1993T,1993-05-26,23h10m54.09s,-44d58m48.6s,2,0,2,870865581.495,871912665.495
SN1993T,1993-05-26,23h10m54.09s,-44d58m48.6s,2,0,2,870865581.495,871912665.495
SN1994aa,1994-09-14,3h24m49.39s,-3d02m33.5s,1,0,1,753795012.995,753795012.995
SN1994ab,1994-09-13,21h16m56.75s,-28d19m51.3s,1,0,1,840986980.995,840986980.995
SN1994ab,1994-09-13,21h16m56.75s,-28d19m51.3s,1,0,1,840986980.995,840986980.995
SN1994ae,1994-11-14,10h47m01.94s,17d16m30.8s,1,0,1,793592808.995,793592808.995
SN1994ae,1994-11-14,10h47m01.94s,17d16m30.8s,2,0,2,793592808.495,953149555.495
SN1994ah,1994-10-13,2h56m37.74s,-33d54m43.4s,1,0,1,815990069.995,815990069.995
SN1994ah,1994-10-13,2h56m37.74s,-33d54m43.4s,1,0,1,815990069.995,815990069.995
SN1994am,1994-02-04,2h40m02.06s,-1d37m14.9s,1,0,1,878557307.995,878557307.995
SN1994am,1994-02-04,2h40m02.06s,-1d37m14.9s,2,0,2,878557307.495,1006024573.495
SN1994an,1994-10-31,22h44m18.87s,0d06m48.7s,6,0,6,842111695.995,907362039.495
SN1994an,1994-10-31,22h44m18.87s,0d06m48.7s,9,0,9,842111695.995,996732507.495
SN1994C,1994-03-05,7h56m40.27s,44d52m19.3s,2,0,2,851347811.495,855666882.995
SN1994C,1994-03-05,7h56m40.27s,44d52m19.3s,3,0,3,851347811.495,947092120.995
SN1994F,1994-01-09,11h49m59.53s,10d42m57.8s,1,0,1,764507146.995,764507146.995
SN1994F,1994-01-09,11h49m59.53s,10d42m57.8s,1,0,1,764507146.995,764507146.995
SN1994G,1994-02-13,10h19m26.68s,50d52m19.4s,1,0,1,758785158.495,758785158.495
SN1994G,1994-02-13,10h19m26.68s,50d52m19.4s,2,0,2,758785157.995,948050337.495
SN1994H,1994-01-08,2h40m04.7s,-1d34m06.4s,1,0,1,1006024573.495,1006024573.495
SN1994J,1994-03-05,10h01m36.69s,54d34m56.1s,1,0,1,758655256.495,758655256.495
SN1994J,1994-03-05,10h01m36.69s,54d34m56.1s,1,0,1,758655256.495,758655256.495
SN1994K,1994-04-01,10h00m24.6s,12d52m31.5s,1,0,1,825273870.995,825273870.995
SN1994K,1994-04-01,10h00m24.6s,12d52m31.5s,1,0,1,825273870.995,825273870.995
SN1994M,1994-04-29,12h31m08.61s,0d36m19.6s,1,0,1,765560603.495,765560603.495
SN1994M,1994-04-29,12h31m08.61s,0d36m19.6s,1,0,1,765560603.495,765560603.495
SN1994O,1994-05-06,13h41m10.98s,30d22m43.4s,3,0,3,794440192.495,863960556.495
SN1994O,1994-05-06,13h41m10.98s,30d22m43.4s,3,0,3,794440192.495,863960556.495
SN1994T,1994-06-11,13h21m30.73s,-2d08m56.5s,1,0,1,861477297.495,861477297.495
SN1994T,1994-06-11,13h21m30.73s,-2d08m56.5s,1,0,1,861477297.495,861477297.495
SN1994U,1994-06-27,13h04m56.13s,-7d56m51.7s,5,0,5,861050369.995,889502224.995
SN1994U,1994-06-27,13h04m56.13s,-7d56m51.7s,12,0,12,798747493.495,889502224.995
SN1994X,1994-08-15,0h15m20.62s,-24d53m50.5s,6,0,6,749918101.995,817646518.995
SN1994X,1994-08-15,0h15m20.62s,-24d53m50.5s,6,0,6,749918101.995,817646518.995
SN1995ae,1995-09-22,23h16m55.65s,-2d04m36.4s,4,0,4,843834070.995,903764976.995
SN1995ae,1995-09-22,23h16m55.65s,-2d04m36.4s,4,0,4,843834070.995,903764976.995
SN1995aj,1995-09-29,2h28m36.64s,41d56m01.9s,1,0,1,850147214.995,850147214.995
SN1995ao,1995-11-18,2h57m30.7s,-1d41m19.8s,5,0,5,753954954.995,913644373.995
SN1995ao,1995-11-18,2h57m30.7s,-1d41m19.8s,5,0,5,753954954.995,913644373.995
SN1995ap,1995-11-18,3h12m28.13s,0d41m43.4s,5,0,5,876888786.495,914011102.995
SN1995ap,1995-11-18,3h12m28.13s,0d41m43.4s,6,0,6,876888786.495,943767371.495
SN1995D,1995-02-10,9h40m54.753s,5d08m26.16s,4,0,4,824900530.495,884342942.495
SN1995D,1995-02-10,9h40m54.753s,5d08m26.16s,5,0,5,794670353.995,884342942.495
SN1995K,1995-03-30,10h50m46.95s,-9d15m06.6s,1,0,1,854389488.995,854389488.995
SN1995K,1995-03-30,10h50m46.95s,-9d15m06.6s,2,0,2,827930430.495,854389488.995
SN1995L,1995-03-26,13h27m18.34s,32d01m52.7s,1,0,1,766165456.995,766165456.995
SN1995L,1995-03-26,13h27m18.34s,32d01m52.7s,1,0,1,766165456.995,766165456.995
SN1995O,1995-05-03,16h35m56.121s,66d11m43.96s,8,0,8,772136639.995,899268775.495
SN1995O,1995-05-03,16h35m56.121s,66d11m43.96s,14,0,14,772136639.995,930569788.495
SN1995P,1995-05-06,14h07m14.33s,-2d43m32.7s,5,0,5,768609077.495,926878338.995
SN1995P,1995-05-06,14h07m14.33s,-2d43m32.7s,5,0,5,768609077.495,926878338.995
SN1995R,1995-06-29,13h53m32.61s,-1d11m29.6s,1,0,1,766158544.995,766158544.995
SN1995R,1995-06-29,13h53m32.61s,-1d11m29.6s,3,0,3,766158544.495,957402881.495
SN1995T,1995-07-25,22h27m12.41s,-9d29m44.4s,1,0,1,843561082.495,843561082.495
SN1995T,1995-07-25,22h27m12.41s,-9d29m44.4s,5,0,5,843561081.995,997843658.995
SN1996aa,1996-05-16,14h18m25.41s,36d29m38.7s,4,0,4,861896463.495,868043387.495
SN1996aa,1996-05-16,14h18m25.41s,36d29m38.7s,4,0,4,861896463.495,868043387.495
SN1996ab,1996-05-12,15h21m08.35s,27d55m36.8s,4,0,4,860193307.495,868239126.995
SN1996ab,1996-05-12,15h21m08.35s,27d55m36.8s,5,0,5,803007739.495,868239126.995
SN1996ac,1996-05-09,12h24m11.24s,1d24m14.7s,3,0,3,764774608.995,924872619.495
SN1996ac,1996-05-09,12h24m11.24s,1d24m14.7s,4,0,4,764774608.995,924872619.495
SN1996ag,1996-06-12,21h46m50.47s,-43d41m50.4s,2,0,2,870546117.995,874154984.995
SN1996ag,1996-06-12,21h46m50.47s,-43d41m50.4s,3,0,3,810031340.495,874154984.995
SN1996aj,1996-06-15,13h29m06.82s,-29d14m02s,1,0,1,860879388.495,860879388.495
SN1996aj,1996-06-15,13h29m06.82s,-29d14m02s,1,0,1,860879388.495,860879388.495
SN1996am,1996-07-12,21h46m07.48s,-44d00m12.7s,2,0,2,870546826.495,874155664.995
SN1996am,1996-07-12,21h46m07.48s,-44d00m12.7s,3,0,3,810031487.995,874155664.995
SN1996ar,1996-08-20,1h31m52.4s,-2d13m03s,1,0,1,752599560.995,752599560.995
SN1996ar,1996-08-20,1h31m52.4s,-2d13m03s,1,0,1,752599560.995,752599560.995
SN1996au,1996-09-15,3h12m47.79s,0d45m11.9s,5,0,5,876888786.495,914011102.995
SN1996au,1996-09-15,3h12m47.79s,0d45m11.9s,6,0,6,876888786.495,943767371.495
SN1996aw,1996-10-08,21h53m47.1s,0d02m47.3s,6,0,6,840289684.995,904539826.495
SN1996aw,1996-10-08,21h53m47.1s,0d02m47.3s,6,0,6,840289684.995,904539826.495
SN1996ay,1996-10-08,0h09m57.41s,0d53m37.9s,17,0,17,842324396.995,907137090.495
SN1996ay,1996-10-08,0h09m57.41s,0d53m37.9s,17,0,17,842324396.995,907137090.495
SN1996bb,1996-10-08,2h57m06.06s,-2d42m17.4s,1,0,1,1003327195.495,1003327195.495
SN1996bc,1996-10-08,3h12m06.58s,0d38m17.1s,5,0,5,876888786.495,914011102.995
SN1996bc,1996-10-08,3h12m06.58s,0d38m17.1s,6,0,6,876888786.495,943767371.495
SN1996bd,1996-10-09,23h59m26.98s,-0d56m16.6s,10,0,10,750688956.495,878769382.495
SN1996bd,1996-10-09,23h59m26.98s,-0d56m16.6s,10,0,10,750688956.495,878769382.495
SN1996bf,1996-10-09,2h12m15.39s,1d27m48.9s,4,0,4,877148514.995,908793473.495
SN1996bf,1996-10-09,2h12m15.39s,1d27m48.9s,4,0,4,877148514.995,908793473.495
SN1996bi,1996-10-09,1h52m35.84s,0d02m43.3s,8,0,8,780823496.995,908527269.495
SN1996bi,1996-10-09,1h52m35.84s,0d02m43.3s,16,0,16,780823496.995,975710082.495
SN1996bj,1996-10-09,2h11m49.53s,1d24m51s,8,0,8,877148514.995,908799213.495
SN1996bj,1996-10-09,2h11m49.53s,1d24m51s,8,0,8,877148514.995,908799213.495
SN1996bk,1996-10-12,13h46m57.98s,60d58m12.9s,2,0,2,824930029.995,856033690.495
SN1996bk,1996-10-12,13h46m57.98s,60d58m12.9s,2,0,2,824930029.995,856033690.495
SN1996bl,1996-10-11,0h36m17.97s,11d23m40.5s,2,0,2,845821722.995,878059724.995
SN1996bl,1996-10-11,0h36m17.97s,11d23m40.5s,2,0,2,845821722.995,878059724.995
SN1996bm,1996-10-04,0h44m40.85s,-63d44m44.6s,3,0,3,748361495.995,871829278.495
SN1996bm,1996-10-04,0h44m40.85s,-63d44m44.6s,3,0,3,748361495.995,871829278.495
SN1996bo,1996-10-18,1h48m22.86s,11d31m15.1s,2,0,2,876485682.995,878550251.495
SN1996bo,1996-10-18,1h48m22.86s,11d31m15.1s,2,0,2,876485682.995,878550251.495
SN1996bx,1996-11-18,3h59m16.42s,-53d22m25.6s,2,0,2,844691943.995,849182586.995
SN1996bx,1996-11-18,3h59m16.42s,-53d22m25.6s,2,0,2,844691943.995,849182586.995
SN1996ca,1996-12-15,22h30m59.26s,-13d59m50.9s,1,0,1,1002380148.495,1002380148.495
SN1996cf,1996-03-17,10h48m50.96s,0d03m30.4s,4,0,4,764531457.995,919886153.495
SN1996cf,1996-03-17,10h48m50.96s,0d03m30.4s,9,0,9,764531457.995,919886153.495
SN1996cg,1996-03-17,8h24m13.33s,3d24m58.5s,3,0,3,823332589.495,884976001.495
SN1996cg,1996-03-17,8h24m13.33s,3d24m58.5s,3,0,3,823332589.495,884976001.495
SN1996ch,1996-03-17,11h59m37.73s,-9d54m34.2s,1,0,1,858949687.495,858949687.495
SN1996ch,1996-03-17,11h59m37.73s,-9d54m34.2s,1,0,1,858949687.495,858949687.495
SN1996cn,1996-03-18,13h48m27.22s,2d27m46.6s,2,0,2,766153368.995,770916778.495
SN1996cn,1996-03-18,13h48m27.22s,2d27m46.6s,3,0,3,766153368.995,770916778.495
SN1996I,1996-02-14,12h00m39.43s,-0d16m02.4s,4,0,4,764709366.495,924352129.495
SN1996I,1996-02-14,12h00m39.43s,-0d16m02.4s,4,0,4,764709366.495,924352129.495
SN1996K,1996-02-20,8h24m43.49s,-0d21m06.2s,2,0,2,822741138.495,822823995.995
SN1996K,1996-02-20,8h24m43.49s,-0d21m06.2s,4,0,4,822741138.495,947039216.495
SN1996O,1996-03-21,16h05m58.65s,18d11m47.6s,2,0,2,836805122.995,868185762.495
SN1996O,1996-03-21,16h05m58.65s,18d11m47.6s,2,0,2,836805122.995,868185762.495
SN1996R,1996-03-15,11h16m10.36s,-0d11m39.3s,2,0,2,764749947.995,765319051.995
SN1996R,1996-03-15,11h16m10.36s,-0d11m39.3s,2,0,2,764749947.995,765319051.995
SN1996T,1996-03-15,10h05m27.66s,-7d27m23.9s,2,0,2,825432137.495,854312153.495
SN1996T,1996-03-15,10h05m27.66s,-7d27m23.9s,2,0,2,825432137.495,854312153.495
SN1996X,1996-04-12,13h18m01.13s,-26d50m45.3s,3,0,3,859097995.495,863074546.995
SN1996X,1996-04-12,13h18m01.13s,-26d50m45.3s,4,0,4,830260977.495,863074546.995
SN1997A,1997-01-03,4h31m33.15s,-61d07m09.6s,4,0,4,787036415.995,906640242.995
SN1997A,1997-01-03,4h31m33.15s,-61d07m09.6s,4,0,4,787036415.995,906640242.995
SN1997ag,1997-03-05,9h58m53.35s,-0d20m29s,2,0,2,823019379.995,826971613.495
SN1997ag,1997-03-05,9h58m53.35s,-0d20m29s,4,0,4,823019379.995,1011459036.495
SN1997ah,1997-03-05,10h00m02.92s,-0d23m30.7s,2,0,2,823019379.995,826971613.495
SN1997ah,1997-03-05,10h00m02.92s,-0d23m30.7s,4,0,4,823019379.995,1011459036.495
SN1997aj,1997-03-05,10h55m52.98s,-3d59m02.3s,55,0,55,793019519.495,891306052.995
SN1997aj,1997-03-05,10h55m52.98s,-3d59m02.3s,56,0,56,793019519.495,891306052.995
SN1997ak,1997-03-05,10h56m53.15s,-4d13m50.9s,1,0,1,854300475.995,854300475.995
SN1997ak,1997-03-05,10h56m53.15s,-4d13m50.9s,3,0,3,797231676.495,854300475.995
SN1997am,1997-03-05,10h57m31.52s,-3d13m48.3s,56,0,56,793019519.495,891306052.995
SN1997am,1997-03-05,10h57m31.52s,-3d13m48.3s,57,0,57,793019519.495,891306052.995
SN1997ap,1997-03-05,13h47m09.9s,2d23m57.5s,2,0,2,766152931.495,770916778.495
SN1997ap,1997-03-05,13h47m09.9s,2d23m57.5s,4,0,4,766152931.495,957893796.495
SN1997as,1997-03-08,8h24m09.46s,-0d48m08.2s,2,0,2,822741138.495,822823995.995
SN1997as,1997-03-08,8h24m09.46s,-0d48m08.2s,4,0,4,822741138.495,947039216.495
SN1997bb,1997-03-08,12h29m00.72s,0d09m11.3s,2,0,2,985677288.995,985725367.495
SN1997bd,1997-03-08,12h40m28.75s,-0d05m41.8s,2,0,2,765561323.495,859186039.495
SN1997bd,1997-03-08,12h40m28.75s,-0d05m41.8s,5,0,5,765561323.495,984920454.995
SN1997bh,1997-03-08,13h44m35.97s,-0d19m49.3s,1,0,1,859955516.995,859955516.995
SN1997bh,1997-03-08,13h44m35.97s,-0d19m49.3s,4,0,4,768325610.495,859955516.995
SN1997bj,1997-03-09,10h42m26.65s,0d01m35.4s,2,0,2,856464819.495,859660142.995
SN1997bj,1997-03-09,10h42m26.65s,0d01m35.4s,6,0,6,795178584.495,859660142.995
SN1997bp,1997-04-06,12h46m53.75s,-11d38m33.2s,1,0,1,859215894.995,859215894.995
SN1997bp,1997-04-06,12h46m53.75s,-11d38m33.2s,3,0,3,829941096.495,988847324.495
SN1997br,1997-04-10,13h20m42.4s,-22d02m12.3s,1,0,1,769004912.495,769004912.495
SN1997br,1997-04-10,13h20m42.4s,-22d02m12.3s,1,0,1,769004912.495,769004912.495
SN1997bx,1997-04-03,12h25m11.8s,0d04m54.4s,2,0,2,764774753.495,924867470.995
SN1997bx,1997-04-03,12h25m11.8s,0d04m54.4s,5,0,5,764774753.495,985695396.495
SN1997bz,1997-04-27,11h22m25.45s,1d11m21.5s,2,0,2,765371815.995,766135233.495
SN1997bz,1997-04-27,11h22m25.45s,1d11m21.5s,2,0,2,765371815.995,766135233.495
SN1997C,1997-01-13,10h13m56.18s,38d49m00.5s,1,0,1,759003819.495,759003819.495
SN1997C,1997-01-13,10h13m56.18s,38d49m00.5s,1,0,1,759003819.495,759003819.495
SN1997ca,1997-04-29,14h16m40.24s,52d31m59.2s,154,0,154,740063469.995,991078362.495
SN1997cd,1997-04-29,17h06m17.07s,44d04m34s,1,0,1,860441048.995,860441048.995
SN1997cd,1997-04-29,17h06m17.07s,44d04m34s,1,0,1,860441048.995,860441048.995
SN1997ce,1997-04-29,17h07m48.26s,44d01m26.2s,2,0,2,838018184.995,864038466.995
SN1997ce,1997-04-29,17h07m48.26s,44d01m26.2s,2,0,2,838018184.995,864038466.995
SN1997cj,1997-04-29,12h37m04.27s,62d26m24.9s,81,0,81,763294650.495,895311189.995
SN1997cj,1997-04-29,12h37m04.27s,62d26m24.9s,130,0,130,759311443.995,983731612.995
SN1997cm,1997-05-02,12h53m37.03s,-28d48m48.5s,1,0,1,859015887.495,859015887.495
SN1997cm,1997-05-02,12h53m37.03s,-28d48m48.5s,3,0,3,800202973.495,859015887.495
SN1997cn,1997-05-14,14h09m57.76s,17d32m32.3s,1,0,1,862831888.495,862831888.495
SN1997cn,1997-05-14,14h09m57.76s,17d32m32.3s,2,0,2,799705634.995,862831888.495
SN1997cp,1997-06-02,21h44m36.5s,-57d25m30.4s,2,0,2,866984577.995,867073307.995
SN1997cp,1997-06-02,21h44m36.5s,-57d25m30.4s,2,0,2,866984577.995,867073307.995
SN1997ct,1997-06-29,14h07m26.88s,70d26m05.9s,2,0,2,763212276.495,767514574.995
SN1997ct,1997-06-29,14h07m26.88s,70d26m05.9s,2,0,2,763212276.495,767514574.995
SN1997cu,1997-07-04,3h29m03.09s,-52d41m40.4s,6,0,6,844550063.495,883140771.495
SN1997cu,1997-07-04,3h29m03.09s,-52d41m40.4s,8,0,8,814545220.495,883140771.495
SN1997cv,1997-07-07,13h35m20.77s,-34d12m11.6s,5,0,5,861127126.995,989320685.495
SN1997cw,1997-07-10,0h25m17.27s,12d53m06.2s,2,0,2,845875560.495,846129883.995
SN1997cw,1997-07-10,0h25m17.27s,12d53m06.2s,2,0,2,845875560.495,846129883.995
SN1997cz,1997-07-19,13h37m09.39s,-33d47m31.9s,5,0,5,861127126.995,989320685.495
SN1997de,1997-08-27,19h18m20.82s,-60d29m42s,7,0,7,773751729.995,901262211.495
SN1997de,1997-08-27,19h18m20.82s,-60d29m42s,14,0,14,773313785.495,936603320.995
SN1997dg,1997-09-27,23h40m14.21s,26d12m11.8s,3,0,3,776569095.495,846140987.495
SN1997dg,1997-09-27,23h40m14.21s,26d12m11.8s,5,0,5,776569095.495,1004037110.495
SN1997dk,1997-10-26,23h43m38.69s,-41d19m25.4s,2,0,2,871137439.495,871971534.995
SN1997dk,1997-10-26,23h43m38.69s,-41d19m25.4s,2,0,2,871137439.495,871971534.995
SN1997dl,1997-10-26,23h43m38.48s,-41d19m20s,2,0,2,871137439.495,871971534.995
SN1997dl,1997-10-26,23h43m38.48s,-41d19m20s,2,0,2,871137439.495,871971534.995
SN1997dr,1997-11-07,3h18m49.27s,-44d28m13.7s,3,0,3,852063016.495,882685889.495
SN1997dr,1997-11-07,3h18m49.27s,-44d28m13.7s,5,0,5,852063016.495,882685889.495
SN1997dx,1997-10-29,1h38m21.1s,-12d43m22.8s,1,0,1,750647260.495,750647260.495
SN1997dx,1997-10-29,1h38m21.1s,-12d43m22.8s,1,0,1,750647260.495,750647260.495
SN1997ea,1997-11-30,7h48m37.7s,52d13m22.8s,1,0,1,851068765.995,851068765.995
SN1997ea,1997-11-30,7h48m37.7s,52d13m22.8s,1,0,1,851068765.995,851068765.995
SN1997ee,1997-11-23,3h07m24.946s,-3d10m25.71s,2,0,2,754210308.995,815179206.995
SN1997ei,1997-12-23,11h54m59.98s,58d29m26.4s,1,0,1,793836575.495,793836575.495
SN1997ei,1997-12-23,11h54m59.98s,58d29m26.4s,3,0,3,762940021.995,798019885.995
SN1997ej,1997-12-29,4h17m53.37s,-56d36m58.6s,1,0,1,875882302.995,875882302.995
SN1997ej,1997-12-29,4h17m53.37s,-56d36m58.6s,2,0,2,875882302.495,1002972979.995
SN1997ek,1997-12-28,4h56m11.63s,-3d41m26s,2,0,2,819652494.495,852903664.995
SN1997ek,1997-12-28,4h56m11.63s,-3d41m26s,4,0,4,819652494.495,977479473.495
SN1997el,1997-12-28,4h56m41.21s,-3d27m54.7s,2,0,2,819652494.495,852903773.995
SN1997el,1997-12-28,4h56m41.21s,-3d27m54.7s,7,0,7,819652494.495,1008189077.995
SN1997en,1997-12-28,4h56m57.21s,-4d11m46s,2,0,2,819652494.495,852903664.995
SN1997en,1997-12-28,4h56m57.21s,-4d11m46s,4,0,4,819652494.495,977479473.495
SN1997eo,1997-12-28,4h57m32.35s,-3d30m06.2s,2,0,2,819652642.995,852903883.995
SN1997eo,1997-12-28,4h57m32.35s,-3d30m06.2s,7,0,7,819652642.995,1008189078.495
SN1997ep,1997-12-28,4h57m48.59s,-3d42m44.7s,2,0,2,819652494.495,852903664.995
SN1997ep,1997-12-28,4h57m48.59s,-3d42m44.7s,4,0,4,819652494.495,977479473.495
SN1997eq,1997-12-28,4h58m56.32s,-3d59m29.4s,2,0,2,819652644.495,852903781.995
SN1997eq,1997-12-28,4h58m56.32s,-3d59m29.4s,2,0,2,819652644.495,852903781.995
SN1997er,1997-12-28,5h00m38.56s,-3d59m32.2s,3,0,3,819273658.995,852903781.995
SN1997er,1997-12-28,5h00m38.56s,-3d59m32.2s,7,0,7,788167396.995,852903781.995
SN1997es,1997-12-28,8h18m40.65s,3d13m36.5s,2,0,2,823333016.495,824468879.495
SN1997es,1997-12-28,8h18m40.65s,3d13m36.5s,2,0,2,823333016.495,824468879.495
SN1997ex,1997-12-28,8h24m27.87s,3d52m05.8s,3,0,3,823332589.495,884976001.495
SN1997ex,1997-12-28,8h24m27.87s,3d52m05.8s,3,0,3,823332589.495,884976001.495
SN1997ey,1997-12-29,4h56m58.19s,-2d37m36.7s,2,0,2,819652494.995,852903664.995
SN1997ey,1997-12-29,4h56m58.19s,-2d37m36.7s,5,0,5,819652494.995,1008189078.495
SN1997ez,1997-12-29,8h21m38.13s,3d25m10.5s,3,0,3,823332731.495,916561151.995
SN1997ez,1997-12-29,8h21m38.13s,3d25m10.5s,3,0,3,823332731.495,916561151.995
SN1997fa,1997-12-29,8h22m03.72s,3d24m24.9s,4,0,4,823332659.995,916561151.995
SN1997fa,1997-12-29,8h22m03.72s,3d24m24.9s,4,0,4,823332659.995,916561151.995
SN1997fb,1997-12-31,5h01m14.6s,-38d38m12.7s,1,0,1,851956539.495,851956539.495
SN1997fb,1997-12-31,5h01m14.6s,-38d38m12.7s,1,0,1,851956539.495,851956539.495
SN1997fc,1997-12-31,4h59m58.81s,-38d55m04.3s,1,0,1,851956825.495,851956825.495
SN1997fc,1997-12-31,4h59m58.81s,-38d55m04.3s,1,0,1,851956825.495,851956825.495
SN1997fd,1997-12-28,3h41m15.65s,-53d29m30.8s,3,0,3,786639942.995,817568615.495
SN1997fd,1997-12-28,3h41m15.65s,-53d29m30.8s,3,0,3,786639942.995,817568615.495
SN1997fe,1997-12-31,4h33m07.64s,-61d26m19.3s,4,0,4,787036415.995,906640242.995
SN1997fe,1997-12-31,4h33m07.64s,-61d26m19.3s,4,0,4,787036415.995,906640242.995
SN1997ff,1997-12-23,12h36m44.1s,62d12m44.7s,82,0,82,759099241.995,895311189.995
SN1997ff,1997-12-23,12h36m44.1s,62d12m44.7s,131,0,131,759099241.995,983731612.995
SN1997G,1997-01-05,4h58m30.23s,-3d16m04s,2,0,2,819652791.495,852903883.995
SN1997G,1997-01-05,4h58m30.23s,-3d16m04s,5,0,5,819652791.495,1008189078.495
SN1997H,1997-01-05,4h59m36.57s,-3d09m34.6s,2,0,2,819652791.495,852903883.995
SN1997H,1997-01-05,4h59m36.57s,-3d09m34.6s,5,0,5,819652791.495,1008189078.495
SN1997L,1997-01-05,8h21m57.14s,3d53m35.7s,3,0,3,823332589.495,884976001.495
SN1997L,1997-01-05,8h21m57.14s,3d53m35.7s,3,0,3,823332589.495,884976001.495
SN1997N,1997-01-05,8h23m50.03s,3d28m52.8s,3,0,3,823332589.495,884976001.495
SN1997N,1997-01-05,8h23m50.03s,3d28m52.8s,3,0,3,823332589.495,884976001.495
SN1997R,1997-01-06,10h57m19.23s,-3d54m51.7s,56,0,56,793019519.495,891306052.995
SN1997R,1997-01-06,10h57m19.23s,-3d54m51.7s,58,0,58,793019519.495,891306052.995
SN1997S,1997-01-06,10h57m51.59s,-3d45m46.9s,56,0,56,793019519.495,891306052.995
SN1997S,1997-01-06,10h57m51.59s,-3d45m46.9s,58,0,58,793019519.495,891306052.995
SN1997T,1997-01-19,11h55m47.46s,80d12m42.6s,2,0,2,754600157.995,816154866.495
SN1997T,1997-01-19,11h55m47.46s,80d12m42.6s,2,0,2,754600157.995,816154866.495
SN1998ab,1998-04-01,12h48m47.24s,41d55m28.3s,1,0,1,765218201.495,765218201.495
SN1998ab,1998-04-01,12h48m47.24s,41d55m28.3s,3,0,3,765218200.995,798818709.995
SN1998ac,1998-02-27,9h31m20s,-5d16m24.3s,2,0,2,825024060.995,884348332.995
SN1998ac,1998-02-27,9h31m20s,-5d16m24.3s,2,0,2,825024060.995,884348332.995
SN1998ag,1998-03-25,13h43m36.42s,0d08m02.2s,2,0,2,859955516.495,862583152.995
SN1998ag,1998-03-25,13h43m36.42s,0d08m02.2s,5,0,5,768325539.495,957887877.995
SN1998ah,1998-03-26,9h28m15.74s,-5d21m57.9s,2,0,2,824787965.495,883910710.495
SN1998ah,1998-03-26,9h28m15.74s,-5d21m57.9s,2,0,2,824787965.495,883910710.495
SN1998ai,1998-03-26,13h42m27.59s,-0d06m47.2s,1,0,1,859955516.995,859955516.995
SN1998ai,1998-03-26,13h42m27.59s,-0d06m47.2s,3,0,3,768325610.495,859955516.995
SN1998aj,1998-03-26,9h27m55.76s,-4d59m56.9s,1,0,1,824788197.495,824788197.495
SN1998aj,1998-03-26,9h27m55.76s,-4d59m56.9s,1,0,1,824788197.495,824788197.495
SN1998ak,1998-03-26,13h44m16.22s,-0d10m49.3s,1,0,1,859955516.995,859955516.995
SN1998ak,1998-03-26,13h44m16.22s,-0d10m49.3s,3,0,3,768325610.495,859955516.995
SN1998al,1998-03-26,13h43m05.37s,-0d25m43s,1,0,1,859955516.995,859955516.995
SN1998al,1998-03-26,13h43m05.37s,-0d25m43s,3,0,3,768325610.495,859955516.995
SN1998ax,1998-03-22,10h57m16.38s,-3d33m59.2s,56,0,56,793019519.495,891306052.995
SN1998ax,1998-03-22,10h57m16.38s,-3d33m59.2s,58,0,58,793019519.495,891306052.995
SN1998ay,1998-03-22,10h57m21.51s,-3d14m49.9s,56,0,56,793019519.495,891306052.995
SN1998ay,1998-03-22,10h57m21.51s,-3d14m49.9s,57,0,57,793019519.495,891306052.995
SN1998ba,1998-03-22,13h43m36.92s,2d19m30.6s,2,0,2,766153220.495,771058797.995
SN1998ba,1998-03-22,13h43m36.92s,2d19m30.6s,3,0,3,766153220.495,771058797.995
SN1998bd,1998-03-22,13h45m29.05s,1d57m32.5s,2,0,2,766153220.495,771058797.995
SN1998bd,1998-03-22,13h45m29.05s,1d57m32.5s,3,0,3,766153220.495,771058797.995
SN1998be,1998-03-22,13h46m20.89s,2d02m40.4s,3,0,3,766153220.495,771058797.995
SN1998be,1998-03-22,13h46m20.89s,2d02m40.4s,5,0,5,766153220.495,771058797.995
SN1998bi,1998-03-22,13h47m44.72s,2d20m57.2s,2,0,2,766153368.995,770916778.495
SN1998bi,1998-03-22,13h47m44.72s,2d20m57.2s,3,0,3,766153368.995,770916778.495
